"","datetime","discharge"
"353",2018-05-12 17:00:00,9042.6
"354",2018-05-12 18:00:00,8987
"355",2018-05-12 19:00:00,8931.3
"356",2018-05-12 20:00:00,8879.8
"357",2018-05-12 21:00:00,8836.9
"358",2018-05-12 22:00:00,8793.6
"359",2018-05-12 23:00:00,8739.2
"360",2018-05-13 00:00:00,8680.6
"361",2018-05-13 01:00:00,8624.8
"362",2018-05-13 02:00:00,8571.1
"363",2018-05-13 03:00:00,8518.2
"364",2018-05-13 04:00:00,8468.1
"365",2018-05-13 05:00:00,8557.8
"366",2018-05-13 06:00:00,8883.5
"367",2018-05-13 07:00:00,9167.5
"368",2018-05-13 08:00:00,9236.9
"369",2018-05-13 09:00:00,9218.9
"370",2018-05-13 10:00:00,9275
"371",2018-05-13 11:00:00,9322.8
"372",2018-05-13 12:00:00,9248.9
"373",2018-05-13 13:00:00,9155
"374",2018-05-13 14:00:00,9072
"375",2018-05-13 15:00:00,8992.4
"376",2018-05-13 16:00:00,8913.1
"377",2018-05-13 17:00:00,8838.7
"378",2018-05-13 18:00:00,8770.4
"379",2018-05-13 19:00:00,8708.5
"380",2018-05-13 20:00:00,8653.4
"381",2018-05-13 21:00:00,8605
"382",2018-05-13 22:00:00,8564.9
"383",2018-05-13 23:00:00,8545.3
"384",2018-05-14 00:00:00,8522.1
"385",2018-05-14 01:00:00,8481.9
"386",2018-05-14 02:00:00,8446.4
"387",2018-05-14 03:00:00,8415.6
"388",2018-05-14 04:00:00,8388.5
"389",2018-05-14 05:00:00,8364.3
"390",2018-05-14 06:00:00,8342.6
"391",2018-05-14 07:00:00,8322.9
"392",2018-05-14 08:00:00,8304.4
"393",2018-05-14 09:00:00,8286.9
"394",2018-05-14 10:00:00,8270.2
"395",2018-05-14 11:00:00,8254.2
"396",2018-05-14 12:00:00,8239
"397",2018-05-14 13:00:00,8224.9
"398",2018-05-14 14:00:00,8212.2
"399",2018-05-14 15:00:00,8201
"400",2018-05-14 16:00:00,8191.6
"401",2018-05-14 17:00:00,8184.7
"402",2018-05-14 18:00:00,8190.9
"403",2018-05-14 19:00:00,9341.1
"404",2018-05-14 20:00:00,12082
"405",2018-05-14 21:00:00,13991
"406",2018-05-14 22:00:00,14119
"407",2018-05-14 23:00:00,13783
"408",2018-05-15 00:00:00,13480
"409",2018-05-15 01:00:00,13215
"410",2018-05-15 02:00:00,13014
"411",2018-05-15 03:00:00,12975
"412",2018-05-15 04:00:00,13443
"413",2018-05-15 05:00:00,14186
"414",2018-05-15 06:00:00,14636
"415",2018-05-15 07:00:00,14861
"416",2018-05-15 08:00:00,15035
"417",2018-05-15 09:00:00,15185
"418",2018-05-15 10:00:00,15313
"419",2018-05-15 11:00:00,15418
"420",2018-05-15 12:00:00,15500
"421",2018-05-15 13:00:00,15561
"422",2018-05-15 14:00:00,15597
"423",2018-05-15 15:00:00,15611
"424",2018-05-15 16:00:00,15602
